OTU,Sample,Abundance,ID,Day,Type,Sites,Treatment,Treatment1,Treatment2,Group,Domain,Phylum,Class,Order,Family,Genus,Species,taxa_OTU,order_OTU
KC854931.1.1444,D7.08,212,D7.08,7,DNA,D7(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D7.11,1,D7.11,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D7.09,1,D7.09,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D7.10,1,D7.10,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D7.14,0,D7.14,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D7.15,0,D7.15,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D7.13,0,D7.13,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D14.02,638,D14.02,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D14.04,489,D14.04,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D14.03,391,D14.03,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D14.07,324,D14.07,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D14.08,272,D14.08,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D14.06,188,D14.06,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.01,488,D21.01,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.04,223,D21.04,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.08,108,D21.08,21,DNA,D21(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.10,1,D21.10,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.16,0,D21.16,21,DNA,D21(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.11,0,D21.11,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D21.09,0,D21.09,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D35.01,492,D35.01,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D35.02,482,D35.02,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D35.03,451,D35.03,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D35.05,51,D35.05,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D35.06,32,D35.06,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D35.07,28,D35.07,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.03,262,D63.03,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.01,163,D63.01,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.02,133,D63.02,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.07,38,D63.07,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.06,36,D63.06,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.05,10,D63.05,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.10,1,D63.10,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.14,0,D63.14,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.15,0,D63.15,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.09,0,D63.09,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.13,0,D63.13,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
KC854931.1.1444,D63.11,0,D63.11,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Bacteroidetes,D_2__Sphingobacteriia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,D_5__Pedobacter,D_6__Sphingobacteria bacterium WF20,KC854931.1.1444,09: g_Sphingobacteria 
JQ427194.1.1440,D0.08,1,D0.08,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.02,1,D0.02,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.09,0,D0.09,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.11,0,D0.11,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.13,0,D0.13,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.07,0,D0.07,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.10,0,D0.10,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.01,0,D0.01,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.03,0,D0.03,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.05,0,D0.05,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.14,0,D0.14,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D0.15,0,D0.15,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.08,30,D7.08,7,DNA,D7(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.02,26,D7.02,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.03,22,D7.03,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.01,15,D7.01,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.10,0,D7.10,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.11,0,D7.11,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.13,0,D7.13,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.14,0,D7.14,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.15,0,D7.15,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D7.09,0,D7.09,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D14.06,185,D14.06,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D14.08,137,D14.08,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D14.07,115,D14.07,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D14.02,22,D14.02,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D14.04,18,D14.04,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D14.03,13,D14.03,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.08,90,D21.08,21,DNA,D21(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.01,30,D21.01,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.04,12,D21.04,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.16,0,D21.16,21,DNA,D21(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.11,0,D21.11,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.09,0,D21.09,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D21.10,0,D21.10,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D35.06,96,D35.06,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D35.05,75,D35.05,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
JQ427194.1.1440,D35.07,54,D35.07,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Phyllobacteriaceae,D_5__Aquamicrobium,D_6__uncultured soil bacterium,JQ427194.1.1440,10: g_Aquamicrobium
